forSale	properties	openSale	high_quality_image	isHiddenPlatform	job_id	artifactUri	ipfs	baking_time_in_minutes	expiration	statusMint	background	image_details	resellable	intermediateLevelSegment	small	mid	subtitle	iframe_url	pfp	typeContract	core_attributes	description	media_type	liveModel	initialLevelSegment	contractAddress	uniqueComboId	publishers	name	animation_url	original	image_transparent	minted	action	royaltyInfo	interactive_nft	url	hash	salt	nameJP	timestamp	byoaVersion	imageUri	fiatPrice	aspect ratio (w/h)	audio_url	price	image_ipfs	subscription	tier	tokenID	finalLevelSegment	seedResult	date	poster	image_data	imageArweave	external_url	title	image_url	versions_url	ipfs_image	identifier	verificationBundle	sample	attributes	genre	verificationSignature	vote_balance	baking_temp_in_celsius	is_features_added	colorThief	tokenId	symbol	iimage	drop	seller_fee_basis_points	revealed	seed	isRevealed	file_key	by	minter	vectorHash	transparent_animation_url	Attributes	prestige	imageUrl	physical_specifications_uri	twitter	assets	large_image	sha256	category	__v	website	descriptionJP	categories	gene	artist_address	scale	token_uri	thumbnail	globeObjects	attr	priceUSD	externalUri	txHash	medium_image	image_thumbnail_url	chainId	spaceObjects	token_number	external_uri	baseURI	imageIpfs	nonce	preview	baseSpeed	royalty_info	medium_quality_image	color	numAvailable	high_resolution	payout_address	additional_image	created_by	uses hash	isRare	_id	no	wisdom:	note	id	uuid	is_opened	file	originalimage	particleColor	compiler	owners	generation	image_preview_url	ethPrice	offset	imageMimeType	copyright_transfer	collection_id	trait	usecase	mediaMimeType	editions	asset_tag	fee_recipient	displayUri	playdapp	cargoDisplayContent	terrain	background_color	imageHash	rarity_level	seoImage	traits	parameters	token_hash	verificationHash	nft_number	royalties	canvases	address	contents	about	borrow	imageanim	eye	thumbnailUri	twitterBanner	web_url	aspect_ratio	question	blockchain	combination	collection_name	texture_url	edition_number	decimals	status	preview_images	skills	dna	artist_link	script	collection_url	amountToMint	nft_class	external_url_more_info	uri	fileName	countInit	moji_id	youtube_url	token_id	type	misc	internal_id	formats	asset_size_in_bytes	original_art_url	image_original_url	license	media_url	is_alpha	cid	typeSale	features	apiURL	card_amounts	script type	gender	contentType	tags	discord	home_url	adultContent	nonceTimestamp	animal	tokenHash	external_link	original_creator	artist_name	web_cid	nftAddress	edition_total	animation_details	small_image	maskup	pngHash	random_seed	visibility	is_locked	source_code	vm_designer	Thumbnail	src_url	colors	owner	ipfs_url	isBooleanAmount	byoa	creators	reflectivity	dominantColor	thumbnail_url	library	gallery_glb_uri	transactionHash	answer	expired	animation	sandbox	shouldPreferSymbol	packed	available_tiers	particleShape	nft_contract_address	extension_uri	issues	license_url	dependencies	seedBase	image_mime_type	artist	fingerprint	resources	nftsHistory	signature	contract	authorRoyalty	publish	colorCode	image_arweave_uri	tokenIndex	comingSoon	media	monster	image	octpass	recipe_id	provenanceSequenceNumber	platform	matrix	creator	language	noise	logo	exclusive	asset_type	file_metadata	Edition	student_id	base	edition	exhibition	author	Extension	decentralized_interactive_url	series	mintedOn	mimeType	version	collection
																						Your stapl							Lambu																													https://hashcards.round.xyz/NFTDetails/709								trait_type,value							709																					rare																																								709																																																																					Common																																												https://gateway.pinata.cloud/ipfs/QmdZahoSBDfFLhzUz5DKzKpSwwTePYJSs4cJcnrzdm86Uj/709_Lambu_rare_3.png						https://hashcards.s3.amazonaws.com/thumbnails_compressed/Lambu.webp																																	https://hashcards.s3.amazonaws.com/NFT/Rare+Final/compressed/709_Lambu_rare_3.webp																									0x92aEA89AB89b99Dbc62e82f5cDEe1EF07BDfEdCD
																													Ether Monkey #100																																					trait_type,value							100																																																																																																																																																																																																																					ipfs://QmVWSaEhJevjxz5N388cPbL9xspEyTdZNPtckwADXz1P9U/100.png																									0xfF1BE3171A16FE431E31d874E4De14814362E588
																						Alako is D							Alako																													https://cryptodozer.io/								['id', 'level', 'star']							50001000000396																																																																																			{'market': {'except_attributes': ['id'], 'price_word': 'Alako10'}, 'games': [{'title': 'CryptoDozer', 'image': 'https://market.playdapp.com/images/games/game_profile_cryptodozer@2x.png', 'external_url': 'https://cryptodozer.io/', 'attributes': [{'display_type': 'chart_bar', 'trait_type': 'Level', 'value': 10, 'value_max': 10}, {'display_type': 'chart_percentage', 'trait_type': 'Chance to Drop Cookie when combo triggered.', 'value': 70, 'value_max': 100, 'prefix': '', 'suffix': '%', 'reward': 100}]}, {'title': 'DozerBird', 'image': 'https://market.playdapp.com/images/games/game_profile_dozerbird@2x.png', 'external_url': 'https://dozerbird.io/', 'attributes': [{'display_type': 'chart_bar', 'trait_type': 'Flying Control', 'value': 35, 'value_max': 100}, {'display_type': 'chart_bar', 'trait_type': 'Wind Resistance', 'value': 45, 'value_max': 100}, {'display_type': 'chart_percentage', 'trait_type': 'predict time', 'value': 0.5, 'value_max': 12, 'prefix': '+', 'suffix': 's'}]}]}																																																																																																																																		https://cryptodozer.io/static/images/dozer/meta/v2/fancyV2/5000010.png							en-US																		0xE4dEeB64e8701116B1d2bDB82DAd4c6De2A28845
																						THE BILLIO							THE BILLIONAIRE DOGE CLUB #1007																													https://thebillionairedogeclub.com/								trait_type,value							1007				1000																																																																													0xf15eEb4704D710264ce8C1373c09Ed30C79Af355																																																																																																																																				https://cloudflare-ipfs.com/ipfs/QmYx8cjRC1GaFFwK3sV3BACYcBiXyBWkuV6PjmZBbzNXZ7																									0xEf89e9b452950d81Ba4d24aD48DF3f82EAED22BB
																													Ether Zombie Monkey #1011																																					trait_type,value							1011																																																																																																																																																																																																																					ipfs://QmPow9TVFu36nkkuXhAGeBp36wxcAdKHeHY5bTm9X3iMyF/1011.png																									0x06c232ecdeA625545e57c2F038b5426C85cFD3cf
																													IRL #112	https://www.infinites.ai/irl/preview/112																												https://www.infinites.ai/irl/collection/112								trait_type,value							112																												4																		0.06																																																																																																																																				0.1																																			https://irl-infinites.s3.us-east-2.amazonaws.com/images/IRL112.jpeg								4.5							187										0xE80201a8e706A7AC353124c004960201C8b99f4B
																						Rock #1004							Rock #1004																																					trait_type:,value							1004																																																																																																																																																																																																																					ipfs://bafybeicll7pdbhxfsnejqjgsgjfspnxpv5g6rmkqrkty7mnfbgztlhnnxe/4.png																									0x39b780E8062CE299ab60ed3D48F447e97511a2eD
																													DemonzV1 #00000																																					trait_type,value							0																																																																																																																																																																																																																					https://ipfs.io/ipfs/QmZVVHhCS3dYTmPJfppg8k5kXXPcXBUUFsVeo3xKFU38Jt																									0xAE16529eD90FAfc927D774Ea7bE1b95D826664E3
																													GAN-Nature #0136																																												136																																																																																																																																																																																																																					ipfs://QmSoNCheCougsDW9pU312oCRtoCbYFRYF5ZpvkbADVDxGt/136.jpg																									0x86FB9B866C25c54F1F11ec28016308c8a67840b6
																						By Superpl							Kranky: Metal as Fuck Gold Edition #19/50	https://res.cloudinary.com/nifty-gateway/video/upload/v1613068880/A/SuperPlastic/Kranky_Metal_As_Fuck_Gold_Edition_Superplastic_X_SketOne_qddmqy_ktwgcx.mp4																												https://niftygateway.com/#/															4600010019																																																																																						ffffff																																																																																																																															https://res.cloudinary.com/nifty-gateway/video/upload/v1613068880/A/SuperPlastic/Kranky_Metal_As_Fuck_Gold_Edition_Superplastic_X_SketOne_qddmqy_ktwgcx.png																									0xF8cCedDFCd5329de91Be6a55edf99b7d2F60924E
