related_assets	subtitle	creator	supports_wyvern	youtube_url	token_id	compiler	original_creator	listing_date	Background	viewKey	rich_text	home_url	created_at	dna	last_sale	category	Name	Hat	animation_original_url	royaltyInfo	background	Details	gameId	sub_category	permalink	maxEdition	seller_fee_basis_points	visualID	timestamp	serialNumber	frame_2	arweave	total_supply	asset_url	type	owner	tags	transfer_fee_payment_token	top_ownerships	image_original_url	map	locked	product_id	license	edition_total	apiURL	success	attributes	alt-image	printableSeries	num_sales	images	imageHash	dwellers	talentNumber	transfer_fee	OG_Membership	collection	amountToMint	P Name	website	decimals	expiration	talentId	Artist	Certified	yearCreated	by	image_details	fee_recipient	nft_class	version	code_txhash	template_id	trans_bg	ipfs	updated_at	auctionLength	media	on_chain_data_url	traps	asset_size_in_bytes	index	background_color	projectLogo	code	static_image	external_url	gasless	token_hash_content	chainId	svg	shortName	ID	edition	animation_url	orders	image_preview_url	author	copyright	lock	contract	babl	bitmarkID	legal	iframe_url	arweave_tx	metadata_standard	artist_website	rarity	Gen	artist	year	collaborators	hash	artistRoyaltyInfo	tokenid	asset_contract	fiatPrice	ethPrice	location	_id	Collection	frame_1	libraries	resellable	video	Fur	url	nft_id	project	cardNumber	uuid	unlockable_content	result	UDID	hashes	contractAddress	image_url	items	fingerprint	seller_fee_bais_points	auction_details	audio	entrance	ownership	base	arweave_uri	atributes	trade_shares	__v	created_by	auctions	assetId	Eyes	hifi_media	embed_url	birthday	playable	animation_details	display_name	edition_number	tokenIndex	token_hash	externalUrl	avatar_url	metadata	media_type	artist_address	mimeType	name	file_key	dependencies	exit_connections	language	platform	Clothes	external url	id	image_thumbnail_url	$schema	nft_contract_address	tokenID	aspect_ratio	createdOn	properties	license_url	edition_name	forSale	external_link	IPFS Storage Power	mintedOn	meta	numAvailable	createdBy	env	is_presale	sell_orders	image_data	minted	$id	thumbnail	Alpha Score	files	collection_name	createdAt	exists	data	highest_buyer_commitment	top_bid	animation	uniqueComboId	room_count	card_id	script_type	symbol	date	auctionType	preview_images	visibility	asset_type	original_url	secondary_image	number	artwork_metadata_urls	level	traits	imageUrl	external_url_nil	network	minter	userID	image	token_metadata	Mouth	contents	error	artwork_download_url	address	description	title	updatedAt	mediaType	price	ipfs_image	image_no_bg_url	lineart	token_uri	biome	royalty_amount	payout_address	copyright_transfer	tokenId
	Free Tiger King						0x6FB5cF10aB867F0d704BdeDB6F72A9cF8c1561A1									Art																													1	76Q7sdMRlrfJHr05LRxU/				False								0x8830Eba9A50a470cD0cF28aaFd7255F37345909A																				0																																																True			https://metadata.mintable.app/76Q7sdMRlrfJHr05LRxU/44																																	1									Joe and His Crazy Money 	697d49ef-30d4-4387-8f06-ddcd46dd25d8/44/7bbc951f-ca0a-498b-b5f3-f801f6aedd13_final-0012.png																																												Home of Joe Exotic 																	https://d1iczm3wxxz9zd.cloudfront.net/7bbc951f-ca0a-498b-b5f3-f801f6aedd13/697d49ef-30d4-4387-8f06-ddcd46dd25d8/44/ITEM_PREVIEW1.png						0x8830Eba9A50a470cD0cF28aaFd7255F37345909A	<p>The lat	Joe and His Crazy Monkey 									500		True	44
														573165525634																																		value,trait_type										0x4fd307389fFF943014E27e0A015c8Cc2EeFeB143																																					11																																																																												HODLROOM#11																																														1634651773786																https://hodlrooms.com/meta1vk1data/11.png							Designed a													11
						Modified HashLips Art Engine								0141b07c0fa1b7894e1987f0a605078b0e2f9b66																																		value,trait_type										0x1Dc63b87Fc23B2c64fBCE632066568B62231BE28																																					1																																																																												Shellfish in Bed																																														1637111531038																ipfs://QmXPd8Ynv7PddYzU92YTEk51QjUpn1ndiCpi4n1HsF4fkV/1.png							WTFBoats i													1
																																																										0x3a88d0E40c5ebc4AB5489D7620645061c12cD28d																																																																																																																																																																																																			18
						HashLips Art Engine								01ecaebefb49d7e7f5903c245fa8adc3b4a46eac																																		value,trait_type										0xfdCAa6Aaf7b4f3CB44b620A39BdF8E565EDf7ccA																																					1																																																																												Hood Penguin #1																																														1636623251563																ipfs://QmVMmXHA3XtAc6Wu1bCgX158K22Qo9eFVhWmfYDTMzfXkX/1.png							A collecti													1
																																																										0x8518E34a11Dfd80E46352C893175F797D9D81Dcb																																																																																																																	Root of Stillness																																																														ipfs://QmQCzk4XNY4GDPCUh8ycfSsDws5MmmRgt44RgTNTfadLXf/nft.jpg							Digital Pa													1
														0383d5780f0260f77e922aa4c8c9db307f4e9f2e																																		value,trait_type										0x706a836A79bf426E59cd4301910859c165B3c6A4																																					1																																																																												 #1																																														1636205869196																ipfs://QmQjLEFvT7z6Y6RDmBGUJWGbmKTUsLTwqPgLnrUkSxFGaL/1.png							Sayonara F													1
																																																										0x8C0266c8D5EAA4A2fBEd19ffF3621Ab1120C7336																																																																																																																																																																																																			100
																																																value,trait_type										0x921b0F2BF19d877C347ad7E0FD07F90452a8b969																																																																																																																	The Cost																																																														ipfs://QmcviV3mireieLXFgNaVFzfBBaEWy4zckeiHnBCXfwfjZ6							The Cost w													14
																																																										0x399886Fd075f5Be412e99Cb0F0AcfBAE89A3B812																																																																																																																	Mercenary Party #203																																																														data:image/svg+xml;base64,PHN2ZyB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHByZXNlcnZlQXNwZWN0UmF0aW89InhNaW5ZTWluIG1lZXQiIHZpZXdCb3g9IjAgMCAzNTAgMzUwIj48c3R5bGU+LmJhc2UgeyBmaWxsOiBnb2xkOyBmb250LWZhbWlseTogc2VyaWY7IGZvbnQtc2l6ZTogMTRweDsgfTwvc3R5bGU+PHJlY3Qgd2lkdGg9IjEwMCUiIGhlaWdodD0iMTAwJSIgZmlsbD0iYmxhY2siIC8+PHRleHQgeD0iMTAiIHk9IjIwIiBjbGFzcz0iYmFzZSI+RHJ1bmthcmQ8L3RleHQ+PHRleHQgeD0iMTAiIHk9IjQwIiBjbGFzcz0iYmFzZSI+VGV1dG9uaWMgS25pZ2h0PC90ZXh0Pjx0ZXh0IHg9IjEwIiB5PSI2MCIgY2xhc3M9ImJhc2UiPkFyYmFsZXN0IEJvZHlndWFyZDwvdGV4dD48dGV4dCB4PSIxMCIgeT0iODAiIGNsYXNzPSJiYXNlIj5TdG9ybSBQaXJhdGUgQm9zczwvdGV4dD48dGV4dCB4PSIxMCIgeT0iMTAwIiBjbGFzcz0iYmFzZSI+U3dvcmRzbWFuPC90ZXh0Pjx0ZXh0IHg9IjEwIiB5PSIxMjAiIGNsYXNzPSJiYXNlIj5GaWVsZCBTdXJnZW9uIG9mIE1vcm5pbmc8L3RleHQ+PHRleHQgeD0iMTAiIHk9IjE0MCIgY2xhc3M9ImJhc2UiPlNlbGxzd29yZCBTdWNjdWJ1cyBUdXJuY29hdDwvdGV4dD48dGV4dCB4PSIxMCIgeT0iMTYwIiBjbGFzcz0iYmFzZSI+TW9uazwvdGV4dD48L3N2Zz4=							Mercenary 													203
																																																										0x7C59B9ba36F054fAF7c30C04c650A16d58940B45																																																																																																																	Cute Koalas																																																														ipfs://QmbTchGhywgQswmwEGDZfYKhavqnqWjpUSNmpq88prMk9C/hidden.gif																				1
																																																										0x080665CBc5ccA2994c7bCE0Bab45CEaA69E1d9FA																																																																																																																																																																																																			1
						Octo Creeps Society								99dba38dbcdefbdbb848fc205608f99ce60cdcfe																																		value,trait_type										0x139793a40205C7567e74656868c3e5855F02fa29																																					8																																																																												#8																																														1636631502834																ipfs://QmTFMoMRyEcBG5Jed13vNQSu99oMUoJfWKUnrWU5UtsPYw/8.png							Octo Creep													8
																																																										0xb48B44D1D0780cCD1763fbF57E6ceb12BDFaa781																																																																																																																																																																																																			106
																																																value,trait_type,display_type										0x0E65eA2d1Fc3050b649A12B05FFD61a112A33E99																														https://cxip.io/nft/0x0e65ea2d1fc3050b649a12b05ffd61a112a33e99/0x0000000000000000000000000000000000000000000000000000000000000001/																																																																																			GM										https://json-schema.org/draft/2020-12/schema					{'created_at': '2021-11-17T12:25:12.000000Z', 'creator_wallet': '0x2d92214855f88f1a3f24b1a3f8f6d533cd0e2e37', 'description': 'Buenos dias al empezar el dia, es lo que decimos la gente involucrada en los NFTs. No es solo por cortesia, realmente deseamos que sea un gran dia.', 'image': 'https://arweave.net/KsuybmLB0-fOuxUi8uiDV0Ma1PsA_ucUgggIJErTKCU', 'imageUrl': 'https://arweave.net/KsuybmLB0-fOuxUi8uiDV0Ma1PsA_ucUgggIJErTKCU', 'infiniteObjects': {'allowsPrints': True, 'allowsUnlimited': False, 'priceTier': 'CX1'}, 'minted_on': '17 November 2021', 'name': 'GM', 'nft_type': 'non-fungible image token (image/jpeg)', 'preview_media_file': 'https://arweave.net/_9H4FCDyk40E9ca0vKtDksyrcJMaPKuKcllnMf8ICaA', 'preview_media_file_dimensions': '548x360', 'preview_media_file_size': 87078, 'preview_media_file_type': 'image/jpeg', 'raw_media_dimensions': '3946x2592', 'raw_media_file': 'https://arweave.net/tkELmLqOBH7gSyz2jhskRmb_dlsDcqUtUGZ2qWnSJls', 'raw_media_file_size': 2347741, 'raw_media_file_spec': 'JPEG 3946x2592 3946x2592+0+0 8-bit sRGB 2.23898MiB 0.000u 0:00.000', 'raw_media_file_type': 'image/jpeg', 'raw_media_format': 'landscape', 'raw_media_signature': '0x18d0520ea5d2b86c0aafe1da0fb3be62f7bb662db84e9cf48661b6518e961254', 'raw_media_signature_type': 'SHA-256', 'thumb_media_file': 'https://arweave.net/_9H4FCDyk40E9ca0vKtDksyrcJMaPKuKcllnMf8ICaA', 'thumb_media_file_type': 'image/jpg', 'title': 'GM', 'total_supply': 1}															https://static.cxip.io/nft.schema.json																											https://arweave.net/KsuybmLB0-fOuxUi8uiDV0Ma1PsA_ucUgggIJErTKCU					https://arweave.net/KsuybmLB0-fOuxUi8uiDV0Ma1PsA_ucUgggIJErTKCU							Buenos dia	GM												1
